path	colname
results\tfm\mbert\main_results\transfer_loss_groupvgroup_pos.xlsx	Train-Group
results\tfm\mbert\main_results\transfer_loss_groupvgroup_pos.xlsx	Test-Group
results\tfm\mbert\main_results\transfer_loss_groupvgroup_pos.xlsx	Within-Accuracy
results\tfm\mbert\main_results\transfer_loss_groupvgroup_pos.xlsx	Cross-Accuracy
results\tfm\mbert\main_results\transfer_loss_groupvgroup_pos.xlsx	Transfer-Loss
results\tfm\mbert\main_results\transfer_loss_groupvgroup_pos.xlsx	Relative-Transfer-Loss
results\tfm\mbert\predictions\pos_full_labels.xlsx	Arabic
results\tfm\mbert\predictions\pos_full_labels.xlsx	Bulgarian
results\tfm\mbert\predictions\pos_full_labels.xlsx	English
results\tfm\mbert\predictions\pos_full_labels.xlsx	Basque
results\tfm\mbert\predictions\pos_full_labels.xlsx	Finnish
results\tfm\mbert\predictions\pos_full_labels.xlsx	Hebrew
results\tfm\mbert\predictions\pos_full_labels.xlsx	Croatian
results\tfm\mbert\predictions\pos_full_labels.xlsx	Japanese
results\tfm\mbert\predictions\pos_full_labels.xlsx	Korean
results\tfm\mbert\predictions\pos_full_labels.xlsx	Russian
results\tfm\mbert\predictions\pos_full_labels.xlsx	Slovak
results\tfm\mbert\predictions\pos_full_labels.xlsx	Turkish
results\tfm\mbert\predictions\pos_full_labels.xlsx	Vietnamese
results\tfm\mbert\predictions\pos_full_labels.xlsx	Chinese
results\tfm\mbert\predictions\pos_full_preds.xlsx	Arabic
results\tfm\mbert\predictions\pos_full_preds.xlsx	Bulgarian
results\tfm\mbert\predictions\pos_full_preds.xlsx	English
results\tfm\mbert\predictions\pos_full_preds.xlsx	Basque
results\tfm\mbert\predictions\pos_full_preds.xlsx	Finnish
results\tfm\mbert\predictions\pos_full_preds.xlsx	Hebrew
results\tfm\mbert\predictions\pos_full_preds.xlsx	Croatian
results\tfm\mbert\predictions\pos_full_preds.xlsx	Japanese
results\tfm\mbert\predictions\pos_full_preds.xlsx	Korean
results\tfm\mbert\predictions\pos_full_preds.xlsx	Russian
results\tfm\mbert\predictions\pos_full_preds.xlsx	Slovak
results\tfm\mbert\predictions\pos_full_preds.xlsx	Turkish
results\tfm\mbert\predictions\pos_full_preds.xlsx	Vietnamese
results\tfm\mbert\predictions\pos_full_preds.xlsx	Chinese
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Arabic
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Bulgarian
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	English
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Basque
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Finnish
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Hebrew
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Croatian
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Japanese
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Korean
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Russian
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Slovak
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Turkish
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Vietnamese
results\tfm\mbert\predictions\pos_reconstructed_labels.xlsx	Chinese
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Arabic
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Bulgarian
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	English
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Basque
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Finnish
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Hebrew
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Croatian
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Japanese
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Korean
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Russian
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Slovak
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Turkish
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Vietnamese
results\tfm\mbert\predictions\pos_reconstructed_preds.xlsx	Chinese
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Language
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Arabic
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Bulgarian
results\tfm\xlm_roberta\main_results\results_pos.xlsx	English
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Basque
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Finnish
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Hebrew
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Croatian
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Japanese
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Korean
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Russian
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Slovak
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Turkish
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Vietnamese
results\tfm\xlm_roberta\main_results\results_pos.xlsx	Chinese
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Group
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Test\Train
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Bulgarian
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	English
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Russian
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Slovak
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Croatian
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Chinese
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Vietnamese
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Thai
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Finnish
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Basque
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Japanese
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Korean
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Turkish
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Arabic
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Hebrew
results\tfm\xlm_roberta\main_results\results_pos_postprocessed.xlsx	Baseline
tests\batch_size_experiment\batch_size_experiment_results.xlsx	train_size
tests\batch_size_experiment\batch_size_experiment_results.xlsx	batch_size
tests\batch_size_experiment\batch_size_experiment_results.xlsx	best_dev_score
tests\batch_size_experiment\batch_size_experiment_results.xlsx	epoch
tests\batch_size_experiment\batch_size_experiment_results.xlsx	total_time
utils\lang_codes.xlsx	ISO 639-2 Code
utils\lang_codes.xlsx	ISO 639-1 Code
utils\lang_codes.xlsx	English name of Language
utils\lang_codes.xlsx	French name of Language
utils\lang_codes.xlsx	German name of Language
utils\lang_groups.xlsx	Group
utils\lang_groups.xlsx	Language
